-0.052665334	0.032168612	0.022274459	-0.032055367	0.035978843	-0.007205227	-0.014670836	-0.018598437	-0.035286732	-0.05861858	-0.033633903	-0.06223528	-0.014343657	0.0029191133	-0.033478722	0.0006808107
0.16456981	0.07023843	-0.041410957	0.19727035	0.01704485	0.00966818	-0.05345129	0.07050689	-0.11193273	-0.045603756	0.044370785	-0.099062085	0.08626757	-0.08087597	0.07341946	-0.19866578
0.29079643	0.061087135	-0.09070887	0.25621578	0.0448368	-0.02015835	-0.043322112	0.09249404	-0.11036749	-0.11807559	0.086593114	-0.08478638	0.045902267	-0.15314585	0.088641554	-0.19652474
-0.07068904	-0.21138401	0.27143672	0.17070723	-0.162396	0.19328858	0.3009361	-0.2705415	0.24631535	0.29696813	-0.22164331	0.31446233	-0.12645948	0.2872954	-0.2260507	-0.15055184
0.16383441	-0.052304268	0.037730094	0.23285529	-0.07804824	0.055861507	-0.019459091	-0.00817816	0.040361203	-0.0095629925	-0.038526453	0.01575553	0.08063233	0.045617584	-0.06411115	-0.1900927
0.07558142	0.000445411	-0.062955685	0.11637223	0.038361877	0.025103612	-0.023035241	0.05865009	0.00577547	-0.07308584	-0.0050472724	0.006141522	0.042399522	-0.06637684	0.013677222	-0.08046736
0.11430124	-0.24123973	0.23937327	0.14206494	-0.26382634	0.32233846	0.30460113	-0.27590153	0.30428073	0.23943928	-0.22934219	0.29512042	-0.10643494	0.28204823	-0.20809786	-0.20649086
0.22954	-0.03375281	0.007618456	0.14525905	0.05216832	-0.016638922	-0.013802911	0.023715867	0.021008564	-0.06314538	0.0019587812	-0.016474376	0.12197305	-0.074775636	0.042820036	-0.16466503
0.10087742	-0.21498562	0.25728995	0.15855265	-0.16835144	0.21353841	0.18097262	-0.27529117	0.25724438	0.23893856	-0.16330735	0.28279248	-0.12178308	0.19361904	-0.18182425	-0.24756745
0.032369092	-0.023984428	0.043814663	0.048690755	0.032922003	0.029228553	0.010466039	-0.03750967	0.049172368	-0.052980613	-0.03465074	0.037555996	0.013678666	0.01340912	-0.021177677	-0.012140582
